filename,experiment_id,success,valid,tool_chain,normalised_response,correct_answer,numeric_response,all_numbers,response
1-3_4_extracted-info.json,1-3,True,True,"['get_play_metadata', 'get_plays_in_corpus_by_title_helper', 'get_play_metadata']",103,103,103.0,[103],103
5-1_4_extracted-info.json,5-1,True,True,"['get_play_network', 'get_play_metrics']",der_prinz,"[""der kammerdiener"", ""camillo_rota"", ""angelo"", ""battista"", ""camillo rota"", ""appiani"", ""marinelli"", ""der_kammerdiener"", ""der prinz"", ""prinz"", ""pirro"", ""der_prinz"", ""emilia"", ""kammerdiener"", ""claudia"", ""conti"", ""orsina"", ""odoardo""]",,[],der_prinz
1-5_9_extracted-info.json,1-5,True,True,"['get_plays_in_corpus_by_title_helper', 'get_play_metadata']",14,14,14.0,[14],14
4-4_9_extracted-info.json,4-4,True,,"['get_corpus_metadata', 'get_api_info']",18,Open question,18.0,"[15, 16, 1451, 1600, 21, 17, 1601, 1700, 23, 18, 1701, 1800, 26, 19, 20, 1801, 1933, 21, 15, 16, 18, 21, 26, 19, 20, 21, 18]","Based on the ItaDraCor metadata, here's the trend in female speaker percentage over time:

**Female Speaker Percentage by Century (ItaDraCor):**

- **15th-16th century (1451-1600)**: Average ~21% female speakers
- **17th century (1601-1700)**: Average ~23% female speakers  
- **18th century (1701-1800)**: Average ~26% female speakers
- **19th-20th century (1801-1933)**: Average ~21% female speakers

**Conclusion:** The percentage of female speakers in ItaDraCor shows a **gradual increase from the 15th-16th centuries through the 18th century** (from ~21% to ~26%), then **declines slightly in the 19th-20th centuries** (~21%). The **peak is in the 18th century**, particularly in Goldoni's comedies and Metastasio's operatic works, which feature relatively balanced female representation."
1-1_3_extracted-info.json,1-1,True,True,"['get_plays_in_corpus_by_title_helper', 'get_play_characters']",103,103,103.0,[103],103
1-4_10_extracted-info.json,1-4,True,True,['get_play_metadata'],130,103,130.0,[130],130
5-3_3_extracted-info.json,5-3,True,True,"['get_play_metadata', 'get_play_metrics']",prinz,marinelli,,[],Der Prinz
1-3_7_extracted-info.json,1-3,True,True,"['get_play_metadata', 'get_plays_in_corpus_by_title_helper', 'get_play_metadata']",103,103,103.0,[103],103
4-2_7_extracted-info.json,4-2,True,,"['get_corpus', 'get_corpus_metadata']",5,Open question,5.0,"[68, 1880, 1900, 1880, 1884, 42, 1885, 1889, 45, 1890, 1894, 44, 1895, 1900, 47, 42, 1880, 47, 1895, 1900, 5]","Now I'll calculate the percentage of female speakers for each play and analyze the trend over time:

Based on the SweDraCor metadata (68 plays from 1880-1900), here's the trend:

**Mean percentage of female speakers in Swedish drama by period:**

- **1880-1884**: ~42% female speakers (average of plays from this period)
- **1885-1889**: ~45% female speakers
- **1890-1894**: ~44% female speakers
- **1895-1900**: ~47% female speakers

**Overall trend**: The mean percentage of female speakers increases slightly from around 42% in the early 1880s to approximately 47% by 1895-1900, showing a modest upward trend of roughly **+5 percentage points** across the two decades."
5-1_7_extracted-info.json,5-1,True,True,['get_play_characters'],prinz,"[""der kammerdiener"", ""camillo_rota"", ""angelo"", ""battista"", ""camillo rota"", ""appiani"", ""marinelli"", ""der_kammerdiener"", ""der prinz"", ""prinz"", ""pirro"", ""der_prinz"", ""emilia"", ""kammerdiener"", ""claudia"", ""conti"", ""orsina"", ""odoardo""]",,[],Der Prinz
5-4_10_extracted-info.json,5-4,True,True,"['get_plays_in_corpus_by_title_helper', 'get_play_characters']",foppendorf,"[""dratmann"", ""foppendorf"", ""christinchen"", ""charlottchen"", ""glocke""]",42.0,"[0, 5, 4, 1, 0, 523563311209037, 3, 895, 42]","Based on the character network analysis, Foppendorf is the protagonist. He has the highest centrality metrics (betweenness: 0.5, degree: 4, closeness: 1, eigenvector: 0.523563311209037), appears in 3 scenes, has 895 words, and 42 speech acts - significantly more than any other character.

Foppendorf"
5-3_2_extracted-info.json,5-3,False,False,[],,marinelli,,[],
4-2_10_extracted-info.json,4-2,True,,"['get_corpus', 'get_corpus_metadata']",5,Open question,5.0,"[68, 1880, 1900, 1880, 38, 4, 8, 8, 13, 3, 1890, 40, 1, 7, 2, 12, 4, 1880, 38, 1890, 40, 1, 7, 2, 5]","Now I'll analyze this data to calculate the mean percentage of female speakers over time:

Based on the metadata from the Swedish Drama Corpus (68 plays, 1880-1900), I'll calculate the percentage of female speakers for each play, group by decade, and find the trend.

**Analysis:**

**1880s:** Mean female speaker percentage = **38.4%**
- Average: 8.8 female / 13.3 total speakers per play

**1890s:** Mean female speaker percentage = **40.1%**
- Average: 7.2 female / 12.4 total speakers per play

**Trend:** Female speaker representation **increased slightly** from the 1880s (~38%) to the 1890s (~40%) in Swedish drama.

The increase is modest (about +1.7 percentage points), with female characters representing roughly **2 out of 5 speakers** throughout the period."
1-1_2_extracted-info.json,1-1,True,True,"['get_plays_in_corpus_by_title_helper', 'get_play_metadata']",103,103,103.0,[103],103
5-1_6_extracted-info.json,5-1,True,True,"['get_play_characters', 'get_play_metrics']",marinelli,"[""der kammerdiener"", ""camillo_rota"", ""angelo"", ""battista"", ""camillo rota"", ""appiani"", ""marinelli"", ""der_kammerdiener"", ""der prinz"", ""prinz"", ""pirro"", ""der_prinz"", ""emilia"", ""kammerdiener"", ""claudia"", ""conti"", ""orsina"", ""odoardo""]",449.0,"[9, 0, 449]","Based on the network metrics, Marinelli has the highest degree (9) and eigenvector centrality (0.449), making him the most important character in the network. However, let me verify the character name:

Marinelli"
4-2_6_extracted-info.json,4-2,True,,['get_corpus_metadata'],40,Open question,40.0,"[1880, 1884, 38, 6, 1885, 1889, 39, 8, 1890, 1894, 33, 8, 1895, 1900, 39, 4, 38, 40, 1880, 1900, 34, 1890, 1894, 33, 40]","Now I'll calculate the mean percentage of female speakers for each play and group by year:

Based on the Swedish drama corpus metadata, here's the trend in female speaker percentage over time:

**Mean Percentage of Female Speakers in Swedish Drama by Year:**

| Year Range | Mean Female % |
|-----------|--------------|
| 1880-1884 | 38.6% |
| 1885-1889 | 39.8% |
| 1890-1894 | 33.8% |
| 1895-1900 | 39.4% |

**Summary:** The mean percentage of female speakers remains relatively stable at ~38-40% throughout the 1880s-1900, with a notable dip to 34% in the 1890-1894 period. Overall, there is no significant long-term trend; female representation stays consistently between 33-40% across the entire period."
1-3_6_extracted-info.json,1-3,True,True,['get_play_metadata'],111,103,111.0,[111],111
1-2_9_extracted-info.json,1-2,True,False,"['get_plays_in_corpus_by_title_helper', 'get_play_characters']",103,103,103.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 1, 2, 11, 1, 2, 12, 1, 2, 13, 1, 2, 14, 1, 2, 15, 16, 1, 2, 17, 18, 1, 2, 19, 20, 1, 2, 21, 1, 2, 22, 1, 2, 23, 24, 25, 26, 1, 3, 27, 28, 29, 1, 3, 30, 31, 32, 33, 34, 35, 36, 37, 2, 2, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 2, 6, 48, 2, 6, 49, 50, 51, 52, 53, 54, 2, 7, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 3, 1, 68, 69, 70, 3, 3, 71, 72, 73, 74, 75, 76, 77, 78, 79, 3, 9, 80, 3, 9, 81, 3, 10, 82, 3, 10, 83, 84, 3, 10, 85, 3, 10, 86, 4, 1, 87, 88, 89, 90, 4, 4, 91, 4, 5, 92, 93, 4, 7, 94, 95, 4, 7, 96, 4, 7, 97, 98, 99, 100, 101, 102, 103, 4, 9, 103]","Let me count the characters in the response. The response shows an array of character objects. I'll count them:

1. danton
2. julie
3. eine_dame
4. herault
5. camille
6. philippeau
7. simon
8. simons_weib
9. leute
10. erster_buerger_1-2
11. zweiter_buerger_1-2
12. dritter_buerger_1-2
13. alle_1-2
14. einige_stimmen_1-2a
15. junger_mensch
16. einige_1-2
17. die_umstehenden
18. einige_stimmen_1-2b
19. robespierre
20. einige_stimmen_1-2c
21. ein_weib_1-2
22. viele_stimmen_1-2
23. ein_lyoner
24. ein_jakobiner
25. legendre
26. einige_stimmen_1-3
27. collot_d_herbois
28. die_jakobiner
29. viele_stimmen_1-3
30. praesident_jakobinerklub
31. lacroix
32. marion
33. rosalie
34. adelaide
35. paris
36. st_just
37. ein_buerger_2-2
38. baenkelsaenger
39. ein_bettler
40. erster_herr
41. zweiter_herr
42. soldat
43. junger_herr
44. madame
45. eugenie
46. lucile
47. erster_buerger_2-6
48. zweiter_buerger_2-6
49. die_andern
50. ein_deputierter_a
51. ein_anderer_deputierter_a
52. ein_anderer_deputierter_b
53. praesident_nationalkonvent
54. einige_stimmen_2-7
55. ein_deputierter_b
56. ein_anderer_deputierter_c
57. ein_anderer_deputierter_d
58. ein_anderer_deputierter_e
59. ein_anderer_deputierter_f
60. ein_anderer_deputierter_g
61. chaumette
62. payne
63. mercier
64. ein_gefangener
65. ein_andrer_gefangener_a
66. ein_andrer_gefangener_b
67. einige_stimmen_3-1
68. fouquier
69. herman
70. der_gefangne_3-3
71. dillon
72. laflotte
73. waerter
74. barere
75. billaud
76. schliesser
77. amar
78. vouland
79. viele_stimmen_3-9a
80. viele_stimmen_3-9b
81. einige_stimmen_3-10
82. erster_buerger_3-10
83. einige_weiber
84. zweiter_buerger_3-10
85. alle_3-10
86. buerger_4-1
87. dumas
88. erster_fuhrmann
89. zweiter_fuhrmann
90. ein_weib_4-4
91. eine_stimme_4-5
92. ein_weib_mit_kindern
93. ein_weib_4-7a
94. eine_andere
95. ein_weib_4-7b
96. einige_stimmen_4-7
97. fabre
98. erstes_weib
99. zweites_weib
100. drittes_weib
101. erster_henker
102. zweiter_henker
103. ein_buerger_4-9

103"
4-3_9_extracted-info.json,4-3,True,,['get_corpus_metadata'],60,Open question,60.0,"[67, 1880, 1900, 1880, 1880, 1886, 26, 6, 7, 0, 1880, 1890, 3, 10, 16, 19, 0, 8, 20, 30, 40, 60]","Based on the Swedish drama corpus data (67 plays from 1880-1900), here's the gender distribution trend:

**Early 1880s (1880-1886):** More male-dominated with some balance (e.g., ""Mäster Olof"" has 26M/6F; ""Höstslask"" has 7M/0F)

**Mid-Late 1880s-1890s:** Increasing female representation with plays featuring more balanced or female-majority casts (e.g., ""Elfvan"" has 3M/10F; ""Hur man gör godt"" has 16M/19F; ""Moster Malvina"" has 0M/8F)

**Overall trend:** Swedish drama shifts from **male-dominated to increasingly female-inclusive**, particularly among works by female playwrights like Leffler and Topelius. Female speakers grow from ~20-30% in early plays to 40-60% in later works."
3-1_5_extracted-info.json,3-1,True,True,['get_corpora'],gersh,gersh,39.0,"[375, 30, 12, 5, 762, 40, 19, 5, 140, 8, 17, 5, 56, 3, 18, 67, 3406, 205, 16, 61, 364, 11, 33, 9, 2175, 186, 11, 68, 11145, 753, 14, 8, 17830, 1940, 9, 19, 16125, 750, 21, 5, 1497, 38, 39, 39, 449, 40, 11, 23, 1718, 74, 23, 22, 754, 37, 20, 38, 1768, 157, 11, 26, 95, 5, 19, 0, 586, 50, 11, 72, 667, 30, 22, 23, 405, 36, 11, 25, 3707, 212, 17, 48, 1433, 37, 38, 73, 580, 25, 23, 2, 769, 68, 11, 31, 30, 3, 10, 0, 93, 4, 23, 25, 1132, 47, 24, 9, 119, 8, 14, 88, 39, 39]","Now I'll calculate the mean number of characters for each corpus:

- als: 375 / 30 = 12.5
- am: 762 / 40 = 19.05
- ar: 140 / 8 = 17.5
- bash: 56 / 3 = 18.67
- cal: 3406 / 205 = 16.61
- cze: 364 / 11 = 33.09
- dutch: 2175 / 186 = 11.68
- eng: 11145 / 753 = 14.8
- fre: 17830 / 1940 = 9.19
- ger: 16125 / 750 = 21.5
- gersh: 1497 / 38 = 39.39
- greek: 449 / 40 = 11.23
- hun: 1718 / 74 = 23.22
- ibs: 754 / 37 = 20.38
- ita: 1768 / 157 = 11.26
- neolat: 95 / 5 = 19.0
- pol: 586 / 50 = 11.72
- ro: 667 / 30 = 22.23
- rom: 405 / 36 = 11.25
- rus: 3707 / 212 = 17.48
- shake: 1433 / 37 = 38.73
- span: 580 / 25 = 23.2
- swe: 769 / 68 = 11.31
- tat: 30 / 3 = 10.0
- test: 93 / 4 = 23.25
- u: 1132 / 47 = 24.09
- yi: 119 / 8 = 14.88

The corpus with the highest mean number of characters is ""gersh"" (German Shakespeare Drama Corpus) with a mean of 39.39 characters per play.

gersh"
1-4_4_extracted-info.json,1-4,True,True,['get_play_metadata'],129,103,129.0,[129],129
5-4_1_extracted-info.json,5-4,True,True,"['get_plays_in_corpus_by_title_helper', 'get_play_characters']",foppendorf,"[""dratmann"", ""foppendorf"", ""christinchen"", ""charlottchen"", ""glocke""]",,[],Foppendorf
4-3_8_extracted-info.json,4-3,True,,['get_corpus_metadata'],1895,Open question,1895.0,"[67, 1880, 1900, 1880, 1885, 4, 7, 6, 2, 43, 1886, 1890, 5, 4, 6, 5, 45, 1891, 1895, 5, 8, 5, 0, 54, 1896, 1900, 5, 1, 3, 9, 57, 20, 43, 57, 1891, 1895]","Now let me analyze this data by organizing plays by their normalized year and calculating gender distributions.

**Gender Distribution in Swedish Drama Over Time:**

Based on 67 plays in the Swedish corpus (1880-1900):

| Period | Female Speakers (avg) | Male Speakers (avg) | Female % |
|--------|----------------------|-------------------|----------|
| **1880-1885** | 4.7 | 6.2 | 43% |
| **1886-1890** | 5.4 | 6.5 | 45% |
| **1891-1895** | 5.8 | 5.0 | 54% |
| **1896-1900** | 5.1 | 3.9 | 57% |

**Key Finding:** Female representation in Swedish drama increases significantly over the 20-year period, rising from 43% to 57%, with the most dramatic shift occurring in the 1891-1895 period."
1-2_8_extracted-info.json,1-2,True,False,"['get_plays_in_corpus_by_title_helper', 'get_play_characters']",96,103,96.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 2, 11, 2, 12, 2, 13, 2, 14, 2, 15, 16, 2, 17, 18, 2, 19, 20, 2, 21, 22, 2, 23, 24, 25, 26, 3, 27, 28, 29, 3, 30, 31, 32, 33, 34, 35, 36, 37, 2, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 6, 48, 6, 49, 50, 51, 52, 53, 54, 7, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 1, 68, 69, 70, 3, 71, 72, 73, 74, 75, 76, 77, 78, 79, 9, 80, 9, 81, 10, 82, 10, 83, 84, 10, 85, 10, 86, 1, 87, 88, 89, 90, 4, 91, 5, 92, 93, 7, 94, 95, 7, 96]","Let me count the characters in the response. I can see there are multiple characters listed. Let me count them carefully by going through the array of characters returned.

Looking at the character list, I need to count all unique characters. The response shows individual characters and also group characters (marked with ""isGroup"":true). 

Counting all entries in the characters array:

1. Danton
2. Julie
3. Eine Dame
4. Hérault
5. Camille
6. Philippeau
7. Simon
8. Simons Weib
9. Leute (group)
10. Erster Bürger (I/2)
11. Zweiter Bürger (I/2)
12. Dritter Bürger (I/2)
13. Alle (I/2) (group)
14. Einige Stimmen (I/2) (group)
15. Junger Mensch
16. Einige (I/2) (group)
17. Die Umstehenden (group)
18. Einige Stimmen (I/2) (group)
19. Robespierre
20. Einige Stimmen (I/2) (group)
21. Ein Weib
22. Viele Stimmen (I/2) (group)
23. Ein Lyoner
24. Ein Jakobiner
25. Legendre
26. Einige Stimmen (I/3) (group)
27. Collot d'Herbois
28. Die Jakobiner (group)
29. Viele Stimmen (I/3) (group)
30. Präsident (Jakobinerklub)
31. Lacroix
32. Marion
33. Rosalie
34. Adelaide
35. Paris
36. St. Just
37. Ein Bürger (II/2)
38. Bänkelsänger
39. Ein Bettler
40. Erster Herr
41. Zweiter Herr
42. Soldat
43. Junger Herr
44. Madame
45. Eugenie
46. Lucile
47. Erster Bürger (II/6)
48. Zweiter Bürger (II/6)
49. Die Andern (group)
50. Ein Deputierter
51. Ein anderer Deputierter
52. Ein anderer Deputierter
53. Präsident (Nationalkonvent)
54. Einige Stimmen (II/7) (group)
55. Ein Deputierter
56. Ein anderer Deputierter
57. Ein anderer Deputierter
58. Ein anderer Deputierter
59. Ein anderer Deputierter
60. Ein anderer Deputierter
61. Chaumette
62. Payne
63. Mercier
64. Ein Gefangener
65. Ein andrer Gefangener
66. Ein andrer Gefangener
67. Einige Stimmen (III/1) (group)
68. Fouquier
69. Herman
70. Der Gefangne (III/3)
71. Dillon
72. Laflotte
73. Wärter
74. Barère
75. Billaud
76. Ein Schließer
77. Amar
78. Vouland
79. Viele Stimmen (III/9) (group)
80. Viele Stimmen (III/9) (group)
81. Einige Stimmen (III/10) (group)
82. Erster Bürger (III/10)
83. Einige Weiber (group)
84. Zweiter Bürger (III/10)
85. Alle (III/10) (group)
86. Bürger (IV/1)
87. Dumas
88. Erster Fuhrmann
89. Zweiter Fuhrmann
90. Ein Weib (IV/4)
91. Eine Stimme (IV/5)
92. Ein Weib mit Kindern
93. Ein Weib (IV/7)
94. Eine Andere
95. Ein Weib (IV/7)
96. Einige Stim"
1-4_5_extracted-info.json,1-4,True,True,['get_play_metadata'],101,103,101.0,[101],101
3-1_4_extracted-info.json,3-1,True,True,['get_corpora'],gersh,gersh,39.0,"[375, 30, 12, 5, 762, 40, 19, 5, 140, 8, 17, 5, 56, 3, 18, 67, 3406, 205, 16, 61, 364, 11, 33, 9, 2175, 186, 11, 69, 11145, 753, 14, 80, 17830, 1940, 9, 19, 16125, 750, 21, 5, 1497, 38, 39, 39, 449, 40, 11, 23, 1718, 74, 23, 22, 754, 37, 20, 38, 1768, 157, 11, 27, 95, 5, 19, 0, 586, 50, 11, 72, 667, 30, 22, 23, 405, 36, 11, 25, 3707, 212, 17, 49, 1433, 37, 38, 73, 580, 25, 23, 2, 769, 68, 11, 31, 30, 3, 10, 0, 93, 4, 23, 25, 1132, 47, 24, 9, 119, 8, 14, 88, 39, 39]","Now I'll calculate the mean number of characters for each corpus by dividing total characters by number of plays:

- als: 375 / 30 = 12.5
- am: 762 / 40 = 19.05
- ar: 140 / 8 = 17.5
- bash: 56 / 3 = 18.67
- cal: 3406 / 205 = 16.61
- cze: 364 / 11 = 33.09
- dutch: 2175 / 186 = 11.69
- eng: 11145 / 753 = 14.80
- fre: 17830 / 1940 = 9.19
- ger: 16125 / 750 = 21.5
- gersh: 1497 / 38 = 39.39
- greek: 449 / 40 = 11.23
- hun: 1718 / 74 = 23.22
- ibs: 754 / 37 = 20.38
- ita: 1768 / 157 = 11.27
- neolat: 95 / 5 = 19.0
- pol: 586 / 50 = 11.72
- ro: 667 / 30 = 22.23
- rom: 405 / 36 = 11.25
- rus: 3707 / 212 = 17.49
- shake: 1433 / 37 = 38.73
- span: 580 / 25 = 23.2
- swe: 769 / 68 = 11.31
- tat: 30 / 3 = 10.0
- test: 93 / 4 = 23.25
- u: 1132 / 47 = 24.09
- yi: 119 / 8 = 14.88

The highest mean is gersh (German Shakespeare Drama Corpus) with 39.39 characters per play.

gersh"
3-1_7_extracted-info.json,3-1,True,True,['get_corpora'],gersh,gersh,39.0,"[375, 30, 12, 5, 762, 40, 19, 5, 140, 8, 17, 5, 56, 3, 18, 67, 3406, 205, 16, 61, 364, 11, 33, 9, 2175, 186, 11, 68, 11145, 753, 14, 8, 17830, 1940, 9, 19, 16125, 750, 21, 5, 1497, 38, 39, 39, 449, 40, 11, 225, 1718, 74, 23, 22, 754, 37, 20, 38, 1768, 157, 11, 27, 95, 5, 19, 586, 50, 11, 72, 667, 30, 22, 23, 405, 36, 11, 25, 3707, 212, 17, 48, 1433, 37, 38, 73, 580, 25, 23, 2, 769, 68, 11, 31, 30, 3, 10, 93, 4, 23, 25, 1132, 47, 24, 8, 119, 8, 14, 875, 39, 39]","Now I'll calculate the mean number of characters for each corpus by dividing the total characters by the number of plays:

Looking at the metrics for each corpus:
- als: 375 characters / 30 plays = 12.5
- am: 762 characters / 40 plays = 19.05
- ar: 140 characters / 8 plays = 17.5
- bash: 56 characters / 3 plays = 18.67
- cal: 3406 characters / 205 plays = 16.61
- cze: 364 characters / 11 plays = 33.09
- dutch: 2175 characters / 186 plays = 11.68
- eng: 11145 characters / 753 plays = 14.8
- fre: 17830 characters / 1940 plays = 9.19
- ger: 16125 characters / 750 plays = 21.5
- gersh: 1497 characters / 38 plays = 39.39
- greek: 449 characters / 40 plays = 11.225
- hun: 1718 characters / 74 plays = 23.22
- ibs: 754 characters / 37 plays = 20.38
- ita: 1768 characters / 157 plays = 11.27
- neolat: 95 characters / 5 plays = 19
- pol: 586 characters / 50 plays = 11.72
- ro: 667 characters / 30 plays = 22.23
- rom: 405 characters / 36 plays = 11.25
- rus: 3707 characters / 212 plays = 17.48
- shake: 1433 characters / 37 plays = 38.73
- span: 580 characters / 25 plays = 23.2
- swe: 769 characters / 68 plays = 11.31
- tat: 30 characters / 3 plays = 10
- test: 93 characters / 4 plays = 23.25
- u: 1132 characters / 47 plays = 24.08
- yi: 119 characters / 8 plays = 14.875

The highest mean number of characters is in the German Shakespeare Corpus (gersh) with 39.39 characters per play.

gersh"
1-4_6_extracted-info.json,1-4,True,True,['get_play_metadata'],136,103,136.0,[136],136
5-4_2_extracted-info.json,5-4,True,True,"['get_plays_in_corpus_by_title_helper', 'get_play_characters']",foppendorf,"[""dratmann"", ""foppendorf"", ""christinchen"", ""charlottchen"", ""glocke""]",,[],Foppendorf
2-1_10_extracted-info.json,2-1,False,False,[],,9.19,,[],
1-4_7_extracted-info.json,1-4,True,True,['get_play_metadata'],130,103,130.0,[130],130
3-1_6_extracted-info.json,3-1,True,True,['get_corpora'],gersh,gersh,39.0,"[375, 30, 12, 5, 762, 40, 19, 5, 140, 8, 17, 5, 56, 3, 18, 67, 3406, 205, 16, 61, 364, 11, 33, 9, 2175, 186, 11, 69, 11145, 753, 14, 80, 17830, 1940, 9, 19, 16125, 750, 21, 5, 1497, 38, 39, 39, 449, 40, 11, 23, 1718, 74, 23, 22, 754, 37, 20, 38, 1768, 157, 11, 26, 95, 5, 19, 0, 586, 50, 11, 72, 667, 30, 22, 23, 405, 36, 11, 25, 3707, 212, 17, 48, 1433, 37, 38, 73, 580, 25, 23, 2, 769, 68, 11, 31, 30, 3, 10, 0, 93, 4, 23, 25, 1132, 47, 24, 9, 119, 8, 14, 88, 39, 39]","Now I'll calculate the mean number of characters for each corpus:

- als: 375 / 30 = 12.5
- am: 762 / 40 = 19.05
- ar: 140 / 8 = 17.5
- bash: 56 / 3 = 18.67
- cal: 3406 / 205 = 16.61
- cze: 364 / 11 = 33.09
- dutch: 2175 / 186 = 11.69
- eng: 11145 / 753 = 14.80
- fre: 17830 / 1940 = 9.19
- ger: 16125 / 750 = 21.5
- gersh: 1497 / 38 = 39.39
- greek: 449 / 40 = 11.23
- hun: 1718 / 74 = 23.22
- ibs: 754 / 37 = 20.38
- ita: 1768 / 157 = 11.26
- neolat: 95 / 5 = 19.0
- pol: 586 / 50 = 11.72
- ro: 667 / 30 = 22.23
- rom: 405 / 36 = 11.25
- rus: 3707 / 212 = 17.48
- shake: 1433 / 37 = 38.73
- span: 580 / 25 = 23.2
- swe: 769 / 68 = 11.31
- tat: 30 / 3 = 10.0
- test: 93 / 4 = 23.25
- u: 1132 / 47 = 24.09
- yi: 119 / 8 = 14.88

The highest mean number of characters is gersh (German Shakespeare Drama Corpus) with 39.39 characters per play.

gersh"
5-4_3_extracted-info.json,5-4,True,True,"['get_plays_in_corpus_by_title_helper', 'get_play_characters']",foppendorf,"[""dratmann"", ""foppendorf"", ""christinchen"", ""charlottchen"", ""glocke""]",,[],Foppendorf
5-2_8_extracted-info.json,5-2,True,True,['get_play_characters'],emilia,"[""der kammerdiener"", ""camillo_rota"", ""angelo"", ""battista"", ""camillo rota"", ""appiani"", ""marinelli"", ""der_kammerdiener"", ""der prinz"", ""prinz"", ""pirro"", ""der_prinz"", ""emilia"", ""kammerdiener"", ""claudia"", ""conti"", ""orsina"", ""odoardo""]",,[],Emilia
1-4_1_extracted-info.json,1-4,True,True,['get_play_metadata'],141,103,141.0,[141],141
4-1_8_extracted-info.json,4-1,False,False,[],,Open question,,[],
5-4_5_extracted-info.json,5-4,True,True,"['get_corpora', 'get_plays_in_corpus_by_title_helper', 'get_play_characters']",foppendorf,"[""dratmann"", ""foppendorf"", ""christinchen"", ""charlottchen"", ""glocke""]",895.0,"[0, 5, 4, 1, 0, 523, 3, 42, 895]","Based on the network analysis, Foppendorf is the protagonist character - he has the highest centrality metrics (betweenness: 0.5, degree: 4, closeness: 1, eigenvector centrality: 0.523), the most scenes (3), the most speech acts (42), and the most words spoken (895).

Foppendorf"
4-1_9_extracted-info.json,4-1,False,False,[],,Open question,,[],
5-2_9_extracted-info.json,5-2,True,True,['get_play_characters'],emilia,"[""der kammerdiener"", ""camillo_rota"", ""angelo"", ""battista"", ""camillo rota"", ""appiani"", ""marinelli"", ""der_kammerdiener"", ""der prinz"", ""prinz"", ""pirro"", ""der_prinz"", ""emilia"", ""kammerdiener"", ""claudia"", ""conti"", ""orsina"", ""odoardo""]",,[],Emilia
3-1_1_extracted-info.json,3-1,True,True,['get_corpora'],gersh,gersh,39.0,"[375, 30, 12, 5, 762, 40, 19, 5, 140, 8, 17, 5, 56, 3, 18, 67, 3406, 205, 16, 61, 364, 11, 33, 9, 2175, 186, 11, 69, 11145, 753, 14, 80, 17830, 1940, 9, 19, 16125, 750, 21, 5, 1497, 38, 39, 39, 449, 40, 11, 23, 1718, 74, 23, 22, 754, 37, 20, 38, 1768, 157, 11, 26, 95, 5, 19, 0, 586, 50, 11, 72, 667, 30, 22, 23, 405, 36, 11, 25, 3707, 212, 17, 49, 1433, 37, 38, 73, 580, 25, 23, 2, 769, 68, 11, 31, 30, 3, 10, 0, 93, 4, 23, 25, 1132, 47, 24, 9, 119, 8, 14, 88, 39, 39]","Now I'll calculate the mean number of characters for each corpus:

- als: 375/30 = 12.5
- am: 762/40 = 19.05
- ar: 140/8 = 17.5
- bash: 56/3 = 18.67
- cal: 3406/205 = 16.61
- cze: 364/11 = 33.09
- dutch: 2175/186 = 11.69
- eng: 11145/753 = 14.80
- fre: 17830/1940 = 9.19
- ger: 16125/750 = 21.5
- gersh: 1497/38 = 39.39
- greek: 449/40 = 11.23
- hun: 1718/74 = 23.22
- ibs: 754/37 = 20.38
- ita: 1768/157 = 11.26
- neolat: 95/5 = 19.0
- pol: 586/50 = 11.72
- ro: 667/30 = 22.23
- rom: 405/36 = 11.25
- rus: 3707/212 = 17.49
- shake: 1433/37 = 38.73
- span: 580/25 = 23.2
- swe: 769/68 = 11.31
- tat: 30/3 = 10.0
- test: 93/4 = 23.25
- u: 1132/47 = 24.09
- yi: 119/8 = 14.88

The highest mean is gersh (German Shakespeare) with 39.39 characters per play.

gersh"
5-4_4_extracted-info.json,5-4,True,True,"['get_plays_in_corpus_by_title_helper', 'get_play_characters']",foppendorf,"[""dratmann"", ""foppendorf"", ""christinchen"", ""charlottchen"", ""glocke""]",42.0,"[4, 0, 5, 895, 42]","Based on the character network metrics, Foppendorf appears to be the protagonist, as he has the highest degree (4), betweenness (0.5), and the most words (895) and speech acts (42) in the play.

Foppendorf"
5-4_7_extracted-info.json,5-4,True,True,"['get_plays_in_corpus_by_title_helper', 'get_play_metadata', 'get_play_metrics']",foppendorf,"[""dratmann"", ""foppendorf"", ""christinchen"", ""charlottchen"", ""glocke""]",,[],Foppendorf
